Deal Type,Completion Date,"P1, Start (-1)","P1, End (+1)","P2, Start (-5)","P2, End (+5)","P3, Start (0)","P3, End (+365)","P4, Start (0)","P4, End (+250)","P5, Start (-1)","P5, End (0)",Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status,Target ISIN,Acquirer ISIN,Ticker Acquirer,Seller ISIN,Ticker Seller,Bloomberg Search,Action ID,Action ID Bloomberg,Deal Description,Percent Owned,Percent Sought,Acq P1,Acq P2,Acq P3,Acq P4,Acq P5,Sel P1,Sel P2,Sel P3,Sel P4,Sel P5,Acq Ticker P1,Acq Ticker P2,Acq Ticker P3,Acq Ticker P4,Acq Ticker P5,Sel Ticker P1,Sel Ticker P2,Sel Ticker P3,Sel Ticker P4,Sel Ticker P5,"P1, Start (-1)","P1, End (+1)","P2, Start (-5)","P2, End (+5)","P3, Start (0)","P3, End (+365)","P4, Start (0)","P4, End (+250)","P5, Start (-1)","P5, End (0)",Acq Rel index,Sel Rel Index,Acq CAR P1,Acq CAR P2,Acq CAR P3,Acq CAR P4,Acq CAR P5,Sel CAR P1,Sel CAR P2,Sel CAR P3,Sel CAR P4,Sel CAR P5
M&A,5/1/2007,4/30/2007,5/2/2007,4/26/2007,5/6/2007,5/1/2007,4/30/2008,5/1/2007,1/6/2008,4/30/2007,5/1/2007,Egg PLC,Citigroup Inc,Prudential PLC,1069.61,Cash, ,Completed,GB0006105281,US1729674242,C US Equity,GB0007099541,PRU LN Equity,CACX,24919043,CACX 24919043,Prudential PLC sold Egg PLC to Citigroup Inc for GBP 546.00M. The transaction was announced on 01/29/2007 and completed on 05/01/2007.,0,100,0.01268183,0.02000376,-0.5115493,-0.4602725,0.01081686,0.00400534,0.08640322,-0.04744397,-0.07222093,-0.00400534,0.009254945,0.00807345,-0.04858952,-0.03665552,0.002655401,0.005999837,0.02129363,-0.0123342,0.01172598,-0.004589732,20070430,20070502,20070426,20070506,20070501,20080430,20070501,20080106,20070430,20070501,SPX Index,UKX Index,0.003426885,0.01193031,-0.46295978,-0.42361698,0.008161459,-0.001994497,0.06510959,-0.03510977,-0.08394691,0.000584392
M&A,10/1/2013,9/30/2013,10/2/2013,9/26/2013,10/6/2013,10/1/2013,10/1/2014,10/1/2013,6/8/2014,9/30/2013,10/1/2013,30 shopping centers,DDR Corp,Blackstone Group LP/The,1062,"Cash, Stock & Debt", ,Completed,,US23317H1023,DDR US Equity,US09253U1088,BX US Equity,CACX,77126886,CACX 77126886,Blackstone Group LP sold 30 shopping centers to DDR Corp for USD 1062.00M. The transaction was announced on 05/15/2013 and completed on 10/01/2013. The 95% leased portfolio is comprised of 11.8 million square feet of GLA and features high credit quality tenants typically found in DDR's power ...,0,95,0.03309994,-0.015,#VALUE!,0.1267668,0.02482495,0.01848132,0.054,#VALUE!,0.4043448,0.00361591,0.007588654,-0.004413744,#VALUE!,0.1667487,0.008066185,0.007588654,-0.004413744,#VALUE!,0.1667487,0.008066185,20130930,20131002,20130926,20131006,20131001,20141001,20131001,20140608,20130930,20131001,SPX Index,SPX Index,0.025511286,-0.010586256,#VALUE!,-0.0399819,0.016758765,0.010892666,0.058413744,#VALUE!,0.2375961,-0.004450275
M&A,10/1/2013,9/30/2013,10/2/2013,9/26/2013,10/6/2013,10/1/2013,10/1/2014,10/1/2013,6/8/2014,9/30/2013,10/1/2013,MONY Life Insurance Co,Protective Life Corp,AXA SA,1060,Cash, ,Completed,    N.A.,US7436741034,PL US Equity,FR0000120628,CS FP Equity,CACX,75954565,CACX 75954565,"AXA SA sold MONY Life Insurance Co to Protective Life Corp for USD 1060.00M. The transaction was announced on 04/11/2013 and completed on 10/01/2013. Protective plans to service the acquired business through the existing workforce and administrative platform in Syracuse, NY that was previousl...",0,100,0.02209166,0.009684113,#VALUE!,0.6306693,0.01410106,-0.000875912,-0.001438435,#VALUE!,0.1236601,0.01781022,0.007588654,-0.004413744,#VALUE!,0.1667487,0.008066185,0.003552656,-0.005367021,#VALUE!,0.1235113,0.01282996,20130930,20131002,20130926,20131006,20131001,20141001,20131001,20140608,20130930,20131001,SPX Index,CAC Index,0.014503006,0.014097857,#VALUE!,0.4639206,0.006034875,-0.004428568,0.003928586,#VALUE!,0.0001488,0.00498026
M&A,9/30/2012,9/29/2012,10/1/2012,9/25/2012,10/5/2012,9/30/2012,9/30/2013,9/30/2012,6/7/2013,9/29/2012,9/30/2012,Patent portfolio/AOL,Microsoft Corp,AOL Inc,1056,Cash, ,Completed,,US5949181045,MSFT US Equity,US00184X1054,AOL US Equity,CACX,63198889,CACX 63198889,AOL Inc sold Patent portfolio/AOL to Microsoft Corp for USD 1056.00M in cash. The transaction was announced on 04/09/2012 and completed on 09/30/2012. This deal was the largest in its industry at the time of completion by more than double the value of the second largest deal.,0,100,-0.009072581,-0.017769,0.1529923,0.2270379,#VALUE!,0.004257735,0.09180036,0.1400132,0.1729806,#VALUE!,0.002704147,0.01439436,0.1933543,0.158865,#VALUE!,0.002704147,0.01439436,0.1933543,0.158865,#VALUE!,20120929,20121001,20120925,20121005,20120930,20130930,20120930,20130607,20120929,20120930,SPX Index,SPX Index,-0.011776728,-0.03216336,-0.040362,0.0681729,#VALUE!,0.001553588,0.077406,-0.0533411,0.0141156,#VALUE!
M&A,4/1/2013,3/31/2013,4/2/2013,3/27/2013,4/6/2013,4/1/2013,4/1/2014,4/1/2013,12/7/2013,3/31/2013,4/1/2013,Architectural coatings business/North America,PPG Industries Inc,Akzo Nobel NV,1050,Cash, ,Completed,,US6935061076,PPG US Equity,NL0000009132,AKZA NA Equity,CACX,71937373,CACX 71937373,"Akzo Nobel NV sold Architectural coatings business/North America to PPG Industries Inc for USD 1050.00M. The transaction was announced on 12/14/2012 and completed on 04/01/2013. This was the second largest acquisition by PPG Industries, extending its architectual coatings business in the U.S....",0,100,-0.001866507,-0.01266677,0.4867836,0.415631,0.001642527,0.01029887,-0.06902725,0.2328303,0.1116502,#VALUE!,0.000740353,-0.005795416,0.2325704,0.1726439,-0.00441784,0.01264003,-0.01521914,0.1997062,0.1413723,#VALUE!,20130331,20130402,20130327,20130406,20130401,20140401,20130401,20131207,20130331,20130401,SPX Index,AEX Index,-0.00260686,-0.006871354,0.2542132,0.2429871,0.006060367,-0.00234116,-0.05380811,0.0331241,-0.0297221,#VALUE!
M&A,3/27/2013,3/26/2013,3/28/2013,3/22/2013,4/1/2013,3/27/2013,3/27/2014,3/27/2013,12/2/2013,3/26/2013,3/27/2013,Rocky Mountain Properties/Montana and North Dakota,Denbury Resources Inc,ConocoPhillips,1050,Cash, ,Completed,,US2479162081,DNR US Equity,US20825C1045,COP US Equity,CACX,73030753,CACX 73030753,ConocoPhillips sold Rocky Mountain Properties/Montana and North Dakota to Denbury Resources Inc for USD 1050.00M. The transaction was announced on 01/15/2013 and completed on 03/27/2013. The assets purchased include additional interests in certain of Denbury's existing operated fields in the ...,0,100,-0.02202412,-0.0204521,-0.1345874,-0.1179568,-0.004195071,-0.005625414,-0.007059596,0.1958839,0.2392794,-0.00099272,0.003528391,0.00384603,0.208091,0.1689728,-0.000532514,0.003528391,0.00384603,0.208091,0.1689728,-0.000532514,20130326,20130328,20130322,20130401,20130327,20140327,20130327,20131202,20130326,20130327,SPX Index,SPX Index,-0.025552511,-0.02429813,-0.3426784,-0.2869296,-0.003662557,-0.009153805,-0.010905626,-0.0122071,0.0703066,-0.000460206
M&A,6/10/2010,6/9/2010,6/11/2010,6/5/2010,6/15/2010,6/10/2010,6/10/2011,6/10/2010,2/15/2011,6/9/2010,6/10/2010,Oil & Gas assets/Gulf of Mexico Shelf,Apache Corp,Devon Energy Corp,1050,Cash, ,Completed,,US0374111054,APA US Equity,US25179M1036,DVN US Equity,CACX,44525437,CACX 44525437,"Devon Energy Corp sold Oil & Gas assets/Gulf of Mexico Shelf to Apache Corp for USD 1,050.00M. The transaction was announced on 04/12/2010 and completed on 06/10/2010.",0,100,0.05402972,0.1213886,0.2696697,0.2852327,0.04975236,0.05840434,0.0796287,0.1829861,0.3080854,0.05081332,0.03439015,0.04797067,0.1927439,0.238639,0.02950891,0.03439015,0.04797067,0.1927439,0.238639,0.02950891,20100609,20100611,20100605,20100615,20100610,20110610,20100610,20110215,20100609,20100610,SPX Index,SPX Index,0.01963957,0.07341793,0.0769258,0.0465937,0.02024345,0.02401419,0.03165803,-0.0097578,0.0694464,0.02130441
M&A,7/28/2008,7/27/2008,7/29/2008,7/23/2008,8/2/2008,7/28/2008,7/28/2009,7/28/2008,4/4/2009,7/27/2008,7/28/2008,Consumables Solutions business,B/E Aerospace Inc,Honeywell International Inc,1050,Cash and Stock, ,Completed,,US0733021010,BEAV US Equity,US4385161066,HON US Equity,CACX,32061990,CACX 32061990,"Honeywell International Inc sold Consumables Solutions business to B/E Aerospace Inc for USD 1,050.00M. The transaction was announced on 06/09/2008 and completed on 07/28/2008.",0,100,0.003735525,-0.04429679,-0.416029,-0.6057189,-0.07246918,0.01357199,-0.03280865,-0.2931587,-0.3805942,-0.01593234,0.004407127,-0.01668484,-0.1846995,-0.3036818,-0.01860246,0.004407127,-0.01668484,-0.1846995,-0.3036818,-0.01860246,20080727,20080729,20080723,20080802,20080728,20090728,20080728,20090404,20080727,20080728,SPX Index,SPX Index,-0.000671602,-0.02761195,-0.2313295,-0.3020371,-0.05386672,0.009164863,-0.01612381,-0.1084592,-0.0769124,0.00267012
M&A,11/6/2007,11/5/2007,11/7/2007,11/1/2007,11/11/2007,11/6/2007,11/5/2008,11/6/2007,7/13/2008,11/5/2007,11/6/2007,Land & Building,Morgan Stanley,Daewoo Engineering & Construction Co Ltd,1042.35,Cash, ,Completed,,US6174464486,MS US Equity,KR7047040001,047040 KS Equity,CACX,27157809,CACX 27157809,"Daewoo Engineering & Construction Co Ltd sold Land & Building to Morgan Stanley for KRW 960,000.00M. The transaction was announced on 07/09/2007 and completed on 11/06/2007.",0,100,-0.07915092,-0.1316886,-0.6761491,-0.3745217,-0.01942796,-0.01612903,0.005802708,-0.5775883,-0.4808679,0,-0.01713561,-0.03556851,-0.3588369,-0.1717887,0.01206414,0.01360777,-0.03522275,-0.4152302,-0.2244631,0.01908957,20071105,20071107,20071101,20071111,20071106,20081105,20071106,20080713,20071105,20071106,SPX Index,KOSPI Index,-0.06201531,-0.09612009,-0.3173122,-0.202733,-0.0314921,-0.0297368,0.041025458,-0.1623581,-0.2564048,-0.01908957
M&A,7/18/2013,7/17/2013,7/19/2013,7/13/2013,7/23/2013,7/18/2013,7/18/2014,7/18/2013,3/25/2014,7/17/2013,7/18/2013,Longview Fibre Paper & Packaging Inc,KapStone Paper and Packaging Corp,Brookfield Asset Management Inc,1025,Cash, ,Completed,    N.A.,US48562P1030,KS US Equity,CA1125851040,BAM/A CN Equity,CACX,78232200,CACX 78232200,"Brookfield Asset Management Inc sold Longview Fibre Paper & Packaging Inc to KapStone Paper and Packaging Corp for USD 1025.00M. The transaction was announced on 06/10/2013 and completed on 07/18/2013. Longview is a leading manufacturer of high quality containerboard, lightweight high perform...",0,100,0.002997464,0.02010631,0.35,0.3848624,0.005303205,0.01005932,0.01407716,0.2485536,0.1468182,0.00567449,0.006791842,0.007536059,0.1954873,0.120269,0.005141982,0.009302637,0.02347625,0.2452646,0.1553419,0.004824651,20130717,20130719,20130713,20130723,20130718,20140718,20130718,20140325,20130717,20130718,SPX Index,SPTSX Index,-0.003794378,0.012570251,0.1545127,0.2645934,0.000161223,0.000756683,-0.00939909,0.003289,-0.0085237,0.000849839
M&A,7/31/2012,7/30/2012,8/1/2012,7/26/2012,8/5/2012,7/31/2012,7/31/2013,7/31/2012,4/7/2013,7/30/2012,7/31/2012,Jonah Field Properties,Linn Energy LLC,BP PLC,1025,Cash, ,Completed,,US5360201009,LINE US Equity,GB0007980591,BP/ LN Equity,CACX,65723935,CACX 65723935,BP PLC sold Jonah Field Properties to Linn Energy LLC for USD 1025.00M. The transaction was announced on 06/25/2012 and completed on 07/31/2012. This acquisition provides LINN with a significant operated position in the Green River Basin of Wyoming and the opportunity to add employees to our ...,0,100,0.000757576,-0.000892401,-0.2567484,0.01469261,0.000252525,-0.03689954,0.01213312,0.129763,0.09603389,-0.04364945,-0.007167603,0.02324337,0.2499248,0.1444285,-0.004308041,0.003634626,0.03869322,0.2239858,0.1419772,-0.01024831,20120730,20120801,20120726,20120805,20120731,20130731,20120731,20130407,20120730,20120731,SPX Index,UKX Index,0.007925179,-0.024135771,-0.5066732,-0.12973589,0.004560566,-0.040534166,-0.0265601,-0.0942228,-0.04594331,-0.03340114
M&A,11/23/2010,11/22/2010,11/24/2010,11/18/2010,11/28/2010,11/23/2010,11/23/2011,11/23/2010,7/31/2011,11/22/2010,11/23/2010,IndCor Properties Inc,Blackstone Group LP/The,Prologis,1020,Cash, ,Completed,    N.A.,US09253U1088,BX US Equity,US7434101025,8394653Q US Equity,CACX,48994331,CACX 48994331,"Prologis sold IndCor Properties Inc to The Blackstone Group LP for USD 1,020.00M. The transaction was announced on 10/18/2010 and completed on 11/23/2010.",0,100,-0.01735849,-0.006130268,0.01413505,0.3158219,-0.02415094,0.006818182,-0.006010519,#VALUE!,#VALUE!,-0.009090909,0.000516448,-0.005658821,0.004327958,0.1086081,-0.01424789,0.000516448,-0.005658821,0.004327958,0.1086081,-0.01424789,20101122,20101124,20101118,20101128,20101123,20111123,20101123,20110731,20101122,20101123,SPX Index,SPX Index,-0.017874938,-0.000471447,0.009807092,0.2072138,-0.00990305,0.006301734,-0.000351698,#VALUE!,#VALUE!,0.005156981
M&A,7/1/2008,6/30/2008,7/2/2008,6/26/2008,7/6/2008,7/1/2008,7/1/2009,7/1/2008,3/8/2009,6/30/2008,7/1/2008,Loan Portfolio,General Electric Co,Credit Suisse Group AG,1014.87,Cash, ,Completed,,US3696041033,GE US Equity,CH0012138530,CSGN VX Equity,CACX,32385305,CACX 32385305,Credit Suisse Group AG sold Loan Portfolio to General Electric Co for EUR 642.00M. The transaction was completed on 07/01/2008.,0,100,-0.006744099,0.01432341,-0.5340661,-0.7230696,0.0161109,-0.04221748,-0.05373134,0.09862009,-0.4715483,-0.03326226,-0.01419077,-0.01548477,-0.2618622,-0.4577598,0.004028816,-0.016492,-0.02546714,-0.1764657,-0.3641311,-0.01564126,20080630,20080702,20080626,20080706,20080701,20090701,20080701,20090308,20080630,20080701,SPX Index,SMI Index,0.007446671,0.02980818,-0.2722039,-0.2653098,0.012082084,-0.02572548,-0.0282642,0.27508579,-0.1074172,-0.017621
M&A,12/20/2010,12/19/2010,12/21/2010,12/15/2010,12/25/2010,12/20/2010,12/20/2011,12/20/2010,8/27/2011,12/19/2010,12/20/2010,9 fields on the Gulf of Mexico Shelf & Main Pass O,Energy XXI Bermuda Ltd,Exxon Mobil Corp,1010,Cash, ,Completed,,BMG100821401,EXXI US Equity,US30231G1022,XOM US Equity,CACX,49857071,CACX 49857071,"Exxon Mobil Corp sold 9 fields on the Gulf of Mexico Shelf & Main Pass Operations to Energy XXI Bermuda Ltd for USD 1,010.00M. The transaction was announced on 11/21/2010 and completed on 12/20/2010.",0,100,0.04320532,0.07443929,0.05347594,-0.1279857,0.03581979,0.007620895,0.01878914,0.1627969,0.02403358,0.000692809,0.008764126,0.01786895,0.0163287,-0.04355966,0.00257261,0.008764126,0.01786895,0.0163287,-0.04355966,0.00257261,20101219,20101221,20101215,20101225,20101220,20111220,20101220,20110827,20101219,20101220,SPX Index,SPX Index,0.034441194,0.05657034,0.03714724,-0.08442604,0.03324718,-0.001143231,0.00092019,0.1464682,0.06759324,-0.001879801
M&A,10/7/2011,10/6/2011,10/8/2011,10/2/2011,10/12/2011,10/7/2011,10/6/2012,10/7/2011,6/13/2012,10/6/2011,10/7/2011,"Esurance Inc,Answer Financial Inc",Allstate Corp/The,White Mountains Insurance Group Ltd,1000,Undisclosed, ,Completed,,US0200021014,ALL US Equity,BMG9618E1075,WTM US Equity,CACX,54601805,CACX 54601805,"White Mountains Insurance Group Ltd sold Esurance Inc & Answer Financial Inc to The Allstate Corp for USD 1,000.00M. The transaction was announced on 05/18/2011 and completed on 10/07/2011.",0,100,-0.03380855,0.06120726,0.776113,0.4675446,-0.03380855,-0.0345254,0.000665434,0.320793,0.273034,-0.0345254,-0.00813621,0.0680726,0.2925989,0.1553136,-0.00813621,-0.00813621,0.0680726,0.2925989,0.1553136,-0.00813621,20111006,20111008,20111002,20111012,20111007,20121006,20111007,20120613,20111006,20111007,SPX Index,SPX Index,-0.02567234,-0.00686534,0.4835141,0.312231,-0.02567234,-0.02638919,-0.067407166,0.0281941,0.1177204,-0.02638919
M&A,3/29/2007,3/28/2007,3/30/2007,3/24/2007,4/3/2007,3/29/2007,3/28/2008,3/29/2007,12/4/2007,3/28/2007,3/29/2007,28 oil & gas fields,Apache Corp,Anadarko Petroleum Corp,1000,Cash, ,Completed,,US0374111054,APA US Equity,US0325111070,APC US Equity,CACX,24818922,CACX 24818922,"Anadarko Petroleum Corp sold 28 oil & gas fields to Apache Corp for USD 1,000.00M. The transaction was announced on 01/18/2007 and completed on 03/29/2007.",0,0,0.008847032,0.02584607,0.6779807,0.344388,0.02026256,0.002098391,0.04672897,0.462424,0.3603893,0.009326183,0.002614191,0.001626492,-0.0565675,0.04211676,0.00378227,0.002614191,0.001626492,-0.0565675,0.04211676,0.00378227,20070328,20070330,20070324,20070403,20070329,20080328,20070329,20071204,20070328,20070329,SPX Index,SPX Index,0.006232841,0.024219578,0.7345482,0.30227124,0.01648029,-0.0005158,0.045102478,0.5189915,0.31827254,0.005543913
M&A,7/12/2013,7/11/2013,7/13/2013,7/7/2013,7/17/2013,7/12/2013,7/12/2014,7/12/2013,3/19/2014,7/11/2013,7/12/2013,"Haynesville Shale Assets/East Holly Field,Northern Eagle Ford Shale Assets",EXCO Resources Inc,Chesapeake Energy Corp,1000,Cash, ,Completed,,US2692794025,XCO US Equity,US1651671075,CHK US Equity,CACX,79218969,CACX 79218969,"Chesapeake Energy Corp sold Haynesville Shale Assets/East Holly Field & Northern Eagle Ford Shale Assets to EXCO Resources Inc for USD 1000.00M. The transaction was announced on 07/03/2013 and completed on 07/12/2013. The acquisition includes 55,000 net acres in Texas and 9,600 net acres in L...",0,100,0.005847953,0.04294478,-0.3515662,-0.3852503,0.005847953,-0.00234852,0.03799385,0.4168732,0.1693903,-0.00234852,0.003086484,0.03062759,0.1955422,0.1235776,0.003086484,0.003086484,0.03062759,0.1955422,0.1235776,0.003086484,20130711,20130713,20130707,20130717,20130712,20140712,20130712,20140319,20130711,20130712,SPX Index,SPX Index,0.002761469,0.01231719,-0.5471084,-0.5088279,0.002761469,-0.005435004,0.00736626,0.221331,0.0458127,-0.005435004
M&A,12/28/2012,12/27/2012,12/29/2012,12/23/2012,1/2/2013,12/28/2012,12/28/2013,12/28/2012,9/4/2013,12/27/2012,12/28/2012,Credit services unit,Equifax Inc,Computer Sciences Corp,1000,Cash, ,Completed,,US2944291051,EFX US Equity,US2053631048,CSC US Equity,CACX,71404198,CACX 71404198,"Computer Sciences Corp sold Credit services unit to Equifax Inc for USD 1000.00M in cash. The transaction was announced on 12/03/2012, completed on 12/28/2012, and was the second largest deal in its industry at the time of completion. Equifax is a global leader in consumer and commercial info...",0,100,-0.007255814,0.02012672,0.3137915,0.1264527,-0.007255814,-0.00509684,0.06815807,0.4480811,0.3181282,-0.00509684,-0.01095146,0.02319614,0.3409433,0.1960701,-0.01095146,-0.01095146,0.02319614,0.3409433,0.1960701,-0.01095146,20121227,20121229,20121223,20130102,20121228,20131228,20121228,20130904,20121227,20121228,SPX Index,SPX Index,0.003695646,-0.00306942,-0.0271518,-0.0696174,0.003695646,0.00585462,0.04496193,0.1071378,0.1220581,0.00585462
M&A,9/3/2013,9/2/2013,9/4/2013,8/29/2013,9/8/2013,9/3/2013,9/3/2014,9/3/2013,5/11/2014,9/2/2013,9/3/2013,"Missouri Gas Energy assets,New England Gas Co assets",Laclede Group Inc/The,Energy Transfer Equity LP,975,Cash, ,Completed,,US5055971049,LG US Equity,US29273V1008,ETE US Equity,CACX,71992685,CACX 71992685,Energy Transfer Equity LP sold Missouri Gas Energy assets & New England Gas Co assets to The Laclede Group Inc for USD 975.00M. The transaction was announced on 12/17/2012 and completed on 09/03/2013.,0,100,-0.03143948,-0.03148727,#VALUE!,0.09459249,-0.01616887,-0.01088139,-0.01397299,#VALUE!,0.5730193,0.005129799,0.0126058,0.01091039,#VALUE!,0.1617685,0.004219596,0.0126058,0.01091039,#VALUE!,0.1617685,0.004219596,20130902,20130904,20130829,20130908,20130903,20140903,20130903,20140511,20130902,20130903,SPX Index,SPX Index,-0.04404528,-0.04239766,#VALUE!,-0.06717601,-0.020388466,-0.02348719,-0.02488338,#VALUE!,0.4112508,0.000910203
M&A,3/28/2013,3/27/2013,3/29/2013,3/23/2013,4/2/2013,3/28/2013,3/28/2014,3/28/2013,12/3/2013,3/27/2013,3/28/2013,Mold-Masters Group,Milacron Inc,3i Group PLC,972.57,Undisclosed, ,Completed,    N.A.,US5987093011,MZIAQ US Equity,GB00B1YW4409,III LN Equity,CACX,73954767,CACX 73954767,3i Group PLC sold Mold-Masters Group to Milacron Inc for CAD 975.00M. The transaction was announced on 02/12/2013 and completed on 03/28/2013.,0,100,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.02001291,0.01664533,0.296211,0.1781303,0.02001291,0.004063069,0.009047039,0.2088329,0.1605899,0.004063069,0.003785511,0.01585348,0.07271471,0.04673858,0.003785511,20130327,20130329,20130323,20130402,20130328,20140328,20130328,20131203,20130327,20130328,SPX Index,UKX Index,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.016227399,0.00079185,0.22349629,0.13139172,0.016227399
M&A,12/1/2010,11/30/2010,12/2/2010,11/26/2010,12/6/2010,12/1/2010,12/1/2011,12/1/2010,8/8/2011,11/30/2010,12/1/2010,Certain Assets,Starz,IAC/InterActiveCorp,967.78,Cash and Stock, ,Completed,,US85571Q1022,STRZA US Equity,US44919P5089,IACI US Equity,CACX,50159196,CACX 50159196,IAC/InterActiveCorp sold Certain Assets to Starz for USD 967.78M. The transaction was announced on 12/02/2010 and completed on 12/01/2010.,0,100,0.009551928,0.03358465,0.2823048,0.08915786,0.01875651,0.04262877,0.08689459,0.4729562,0.2587047,0.02024867,0.03487858,0.02894599,0.0533426,-0.06002091,0.02176259,0.03487858,0.02894599,0.0533426,-0.06002091,0.02176259,20101130,20101202,20101126,20101206,20101201,20111201,20101201,20110808,20101130,20101201,SPX Index,SPX Index,-0.025326652,0.00463866,0.2289622,0.14917877,-0.00300608,0.00775019,0.0579486,0.4196136,0.31872561,-0.00151392
M&A,6/20/2011,6/19/2011,6/21/2011,6/15/2011,6/25/2011,6/20/2011,6/19/2012,6/20/2011,2/25/2012,6/19/2011,6/20/2011,Sanex Personal Care Brand,Colgate-Palmolive Co,Unilever PLC,949.13,Cash, ,Completed,,US1941621039,CL US Equity,GB00B10RZP78,ULVR LN Equity,CACX,53036972,CACX 53036972,Unilever PLC sold Sanex Personal Care Brand to Colgate-Palmolive Co for EUR 672.00M. The transaction was announced on 03/23/2011 and completed on 06/20/2011.,0,100,0.01183432,-0.003498134,0.1661589,0.06737079,0.01399636,0.002047083,0.01756198,0.1114425,0.08654243,-0.003070624,0.01900896,0.002731549,0.08575037,0.08458242,0.005402783,0.01056356,-0.007525455,0.02332227,0.06781805,-0.003770784,20110619,20110621,20110615,20110625,20110620,20120619,20110620,20120225,20110619,20110620,SPX Index,UKX Index,-0.00717464,-0.006229683,0.08040853,-0.01721163,0.008593577,-0.008516477,0.025087435,0.08812023,0.01872438,0.00070016
